Sample in Buffer,Sample in Window,TRIGGER,ddr3_top/ddr3_FSM/current_state[3:0],ddr3_top/ddr3_FSM/ddr3_rd_en_counter[6:0],ddr3_top/ddr3_FSM/ddr3_rd_en_counter_full[6:0],ddr3_top/app_addr[28:0],ddr3_top/app_cmd_1[0:0],ddr3_top/app_cmd[2:1],ddr3_top/ddr3_FSM/rd_burst_addr_counter[20:0],ddr3_top/ddr3_FSM/rd_burst_data_counter_full[21:0],ddr3_top/ddr3_FSM/rd_burst_addr_counter_full[21:0],ddr3_top/ddr3_FSM/rd_burst_data_counter[20:0],ddr_dout_256bit_full[255:0],u_ila_0_app_en,ddr3_top/app_rd_data_valid,u_ila_0_app_rdy,ddr3_top/app_wdf_rdy,ddr3_top/app_wdf_wren,ddr_fifo_full_s_empty,ddr_fifo_s_empty,rd_burst_data_full_valid
12012,12012,0,0110,0,59,9872440,1,00,53792,1234040,1234055,53792,72aa62075a0759e793cede17eedaeedaf71bf75cdebad638de79eefbf73ce67a,1,1,1,1,0,0,0,1
12013,12013,0,0110,0,60,9872448,1,00,53792,1234041,1234056,53792,e65ac536626a30c428c420a330e549a74987414639054967622a93d09bf17b2d,1,1,1,1,0,0,0,1
12014,12014,0,0110,0,61,9872456,1,00,53792,1234042,1234057,53792,72ed624a51c85a2a72ed626b51ea730e8bd172ed39262883498793afd596cd55,1,1,1,1,0,0,0,1
12015,12015,0,0110,0,62,9872464,1,00,53792,1234043,1234058,53792,b4f3ddf7f639e556b3cf8aeb72aa7b6cad33e6daf6fbddf7ac729c319c92b575,1,1,1,1,0,0,0,1
12016,12016,0,0110,0,63,9872472,1,00,53792,1234044,1234059,53792,e65acd567aeb52286aea6b0a5a2749856a4959c749046a0893aea430834c830b,1,1,1,1,0,0,0,1
12017,12017,0,0110,0,63,9872480,1,00,53792,1234045,1234060,53792,8b2d7a6a726a832d834d72ab622951c7496649866269838e94107b2c62496a6a,0,1,1,1,0,0,0,1
12018,12018,0,0110,0,63,9872480,1,00,53792,1234046,1234060,53792,834d834d626a5a4972ec6aaa5a496aeb4186392451e75a28b534ff5cf73ccdb6,0,1,1,1,0,0,0,1
12019,12019,0,0110,0,63,9872480,1,00,53792,1234047,1234060,53792,72aa41446a4882ca9bad934b61e530406a47bcd0ac4f6a67494359c58b4b938c,0,1,1,1,0,0,0,1
12020,12020,0,0110,0,63,9872480,1,00,53792,1234048,1234060,53792,830a7ae9938c9bcd832a8309a3edbc90934a722661a461a4512259a4936bb46f,0,1,1,1,0,0,0,1
12021,12021,0,0110,0,63,9872480,1,00,53792,1234049,1234060,53792,b40e92e99b6b9b6b61e549427267abed8ae9bc70c4b182ea8b6cb4b0d5f6eef9,0,1,1,1,0,0,0,1
12022,12022,0,0110,0,63,9872480,1,00,53792,1234050,1234060,53792,eedaffdedefa94d1b5b5e6d9ff9dff5cb4b293ae9bcf830c6a4859a659a638e3,0,1,1,1,0,0,0,1
12023,12023,0,0110,0,63,9872480,1,00,53792,1234051,1234060,53792,8b2cc533b4918b4c51a539025184a3eed554bcb1bcd1cd94bd73b512c533ddb6,0,1,1,1,0,0,0,1
12024,12024,0,0110,0,63,9872480,1,00,53792,1234052,1234060,53792,cd74b49172a962277b0a5a264163390259e68b6ccd33c5128b2b938dac30c4f2,0,1,1,1,0,0,0,1
12025,12025,0,0110,0,63,9872480,1,00,53792,1234053,1234060,53792,cd13bc50b44fcd12d53293098a87c42eab8b592259429b8bac2ec532f677f698,0,1,1,1,0,0,0,1
12026,12026,0,0110,0,63,9872480,1,00,53792,1234054,1234060,53792,ee17dd94cd74de16f73bf6fad5f6bcf2bc71a3ae494430a14143392339034103,0,1,1,1,0,0,0,1
12027,12027,0,0110,0,63,9872480,1,00,53792,1234055,1234060,53792,40e238e238e230a120404123832b938c8b6c9c2fb4b19bce6a684964834bac70,0,1,1,1,0,0,0,1
12028,12028,0,0110,0,63,9872480,1,00,53792,1234056,1234060,53792,ac2fdd74abef6a075185392351c662686b0b8c0fa471b4d3cd55ddf7b472726a,0,1,1,1,0,0,0,1
12029,12029,0,0110,0,63,9872480,1,00,53792,1234057,1234060,53792,494549666a8a93aebcf48b4d59a77a8a61e7724972696a2872487a6972697aca,0,1,1,1,0,0,0,1
12030,12030,0,0110,0,63,9872480,1,00,53792,1234058,1234060,53792,934c8b0b7aaa934d8b4d72697229932d934d62285a28bd55c596bd34f6fc9410,0,1,1,1,0,0,0,1
12031,12031,0,0110,0,63,9872480,1,00,53792,1234059,1234060,53792,20a21841394451e762486a89730b838db554ef1bef3bef3bff7ce6789c2f7b2b,0,1,1,1,0,0,0,1
12032,12032,0,0110,0,25,9872680,1,00,53792,1234060,1234085,53792,7b0972c762457b28b4ce8ba88326834659e16a839c09a4496a8372a383468345,1,1,1,1,0,1,0,1
12033,12033,0,0110,0,26,9872688,1,00,53792,1234061,1234086,53792,834583248b64a4278b85cd6dee73ac4a82e561e159a059c059e15a025a246265,1,1,1,1,0,1,0,1
12034,12034,0,0110,0,27,9872696,1,00,53792,1234062,1234087,53792,62436a8383667b45838693e8a4299c298b678b46a409ac2aac4bac2aa3e98b47,1,1,1,1,0,1,0,1
12035,12035,0,0110,0,28,9872704,1,00,53792,1234063,1234088,53792,82e67ac57aa56a44728583287ae8626549834162416241624163394231013921,1,1,1,1,0,1,0,1
12036,12036,0,0110,0,29,9872712,1,00,53792,1234064,1234089,53792,394139614181418241604160498051c1626362425a0151c0498051c072a39be8,1,1,1,1,0,1,0,1
12037,12037,0,0110,0,30,9872720,1,00,53792,1234065,1234090,53792,a448ac48ac69a449a40972a451606a6562045a0462056a8783298b6b8b4a72a8,1,1,1,1,0,1,0,1
12038,12038,0,0110,0,31,9872728,1,00,53792,1234066,1234091,53792,622551a35a057ac972c96a886a886a67834a93ccb4f1cdb4e678eeb9eedae658,1,1,1,1,0,0,0,1
12039,12039,0,0110,0,32,9872736,1,00,53792,1234067,1234092,53792,a40e490349238b2bbcb1cd33cd13a3ad8b0b8b0a934b8b0a82e9bcb0cd52bc8f,1,1,1,1,0,0,0,1
12040,12040,0,0110,0,33,9872744,1,00,53792,1234068,1234093,53792,9b8c6a05518362268b8ba44fa490c594de57cdf6bd54b533c595cdf6c5f7c5d6,1,1,1,1,0,0,0,1
12041,12041,0,0110,0,34,9872752,1,00,53792,1234069,1234094,53792,c575c596cdd7de58e679d618cdd7d5f7d5f7cdb6d5d7d5f7e659e69acdf7c5d7,1,1,1,1,0,0,0,1
12042,12042,0,0110,0,35,9872760,1,00,53792,1234070,1234095,53792,c5f7d699de99ce17a4918bada42f9bcd7aca72899baebcf3bd13b513b554ad34,1,1,1,1,0,0,0,1
12043,12043,0,0110,0,36,9872768,1,00,53792,1234071,1234096,53792,c575de38cdb6c534cd74cd748b6c4943514372877a8659a361e482c7a3eca3cb,1,1,1,1,0,0,0,1
12044,12044,0,0110,0,37,9872776,1,00,53792,1234072,1234097,53792,7245620461e4624652056ac893cd9c4fac9093ac8b6b83497b0893cac570de33,1,1,1,1,0,0,0,1
12045,12045,0,0110,0,38,9872784,1,00,53792,1234073,1234098,53792,de13a40c6a247286494130c0494151a272866244496149a2498249a249824182,1,1,1,1,0,0,0,1
12046,12046,0,0110,0,39,9872792,1,00,53792,1234074,1234099,53792,416220c03120398162c6838a62865a6552243941310031003920520362855a65,1,1,1,1,0,0,0,1
12047,12047,0,0110,0,40,9872800,1,00,53792,1234075,1234100,53792,520449833941392049a16aa46a835a2173046a836aa37b4693e98ba962853920,1,1,1,1,0,0,0,1
12048,12048,0,0110,0,41,9872808,1,00,53792,1234076,1234101,53792,31005203836983697b297b298bac93cda44f93ee7b0b5a4851e751e752285a69,1,1,1,1,0,0,0,1
12049,12049,0,0110,0,42,9872816,1,00,53792,1234077,1234102,53792,49c752085a6949e75a897b6c732c6aca8bcda44f8b8c6247836ba44e62666aa7,1,1,1,1,0,0,0,1
12050,12050,0,0110,0,43,9872824,1,00,53792,1234078,1234103,53792,6aa66a859c2b6ac5414051c172c58368834793ca9c0b6aa6416159e449a34142,1,1,1,1,0,0,0,1
12051,12051,0,0110,0,44,9872832,1,00,53792,1234079,1234104,53792,310131013921498351c451c462476246310128c028c020a03101310039213941,1,1,1,1,0,0,0,1
12052,12052,0,0110,0,45,9872840,1,00,53792,1234080,1234105,53792,4161416149825a4551e35a0372c572e58b678b678b677ac47ac46a4359e16223,1,1,1,1,0,0,0,1
12053,12053,0,0110,0,46,9872848,1,00,53792,1234081,1234106,53792,7ae672c65a0341613120418239623100310030e0414151a351a349a35a057288,1,1,1,1,0,0,0,1
12054,12054,0,0110,0,47,9872856,1,00,53792,1234082,1234107,53792,72a872886a675a066267834a8b8b8b6a6a6759a4518382e883295a0472c7a48e,1,1,1,1,0,0,0,1
12055,12055,0,0110,0,48,9872864,1,00,53792,1234083,1234108,53792,bd31b4afa42da44d93ec626649a352058bac838c836c836d7b0c7aec832e834e,1,1,1,1,0,0,0,1
12056,12056,0,0110,0,49,9872872,1,00,53792,1234084,1234109,53792,498849886aac838f6acc41a849c8628b7b2e6acc5a2a6a6b8b6fac52bcd4b493,1,1,1,1,0,0,0,1
12057,12057,0,0110,0,50,9872880,1,00,53792,1234085,1234110,53792,832e7b2eac73c535d5b8c5568baf5a297b4dbd75de79e6dae6bae699f6fbcdb6,1,1,1,1,0,0,0,1
12058,12058,0,0110,0,51,9872888,1,00,53792,1234086,1234111,53792,b514de59e679eebae699d5f7b4d2bd13ddf6bcf2832b7288830ba40ed5b5ddd5,1,1,1,1,0,0,0,1
12059,12059,0,0110,0,52,9872896,1,00,53792,1234087,1234112,53792,9bad516472078aca40e138a051a46a677aa8932a934b72676226728872474922,1,1,1,1,0,0,0,1
12060,12060,0,0110,0,53,9872904,1,00,53792,1234088,1234113,53792,38e1a42eee57e5f6bcb1a3ce9bad9badac70ac6f7b0a7ac97ac98b4bbc90e5b4,1,1,1,1,0,0,0,1
12061,12061,0,0110,0,54,9872912,1,00,53792,1234089,1234114,53792,8ac959639b8c7a8772469bacac2eb470ac0f82ea6a2872897aa96a686a486a88,1,1,1,1,0,0,0,1
12062,12062,0,0110,0,55,9872920,1,00,53792,1234090,1234115,53792,626849a55a277b2b836d7b6d6aca72eb7b4c624851c651e651e651c562468309,1,1,1,1,0,0,0,1
12063,12063,0,0110,0,56,9872928,1,00,53792,1234091,1234116,53792,82e761e272449388938893678b0682c58ae6724359a159606a038b279bc99bc9,1,1,1,1,0,0,0,1
12064,12064,0,0110,0,57,9872936,1,00,53792,1234092,1234117,53792,934882e77aa682e7830872a76205518359c4496338e13902390149836a886a87,1,1,1,1,0,0,0,1
12065,12065,0,0110,0,58,9872944,1,00,53792,1234093,1234118,53792,51c449a35a0562256a867b0893cb8b6a620538e030c051a362246a856a447285,1,1,1,1,0,0,0,1
12066,12066,0,0110,0,59,9872952,1,00,53792,1234094,1234119,53792,8b688b89622338e04921494140e0494172a67ac672a66a866a6651c4412238e1,1,1,1,1,0,0,0,1
12067,12067,0,0110,0,60,9872960,1,00,53792,1234095,1234120,53792,496151a172c49c27a44783227ae29385832472626a2172628324832483258304,1,1,1,1,0,0,0,1
12068,12068,0,0110,0,61,9872968,1,00,53792,1234096,1234121,53792,6a837b0583466a8362626a8372c56aa46aa46aa56aa56264626572e76ac75a04,1,1,1,1,0,0,0,1
12069,12069,0,0110,0,62,9872976,1,00,53792,1234097,1234122,53792,62667b08832872c77ae77b086225414251e483698ba97b267b0583268b4782e5,1,1,1,1,0,0,0,1
12070,12070,0,0110,0,63,9872984,1,00,53792,1234098,1234123,53792,7ae593a87b0651c249c26a867b497b296ac752045a256aa66a865a6562867308,1,1,1,1,0,0,0,1
12071,12071,0,0110,0,63,9872992,1,00,53792,1234099,1234124,53792,730772e7626551c249a262456ac66aa67b0872e75a455a2472c76aa662667b28,0,1,1,1,0,0,0,1
12072,12072,0,0110,0,63,9872992,1,00,53792,1234100,1234124,53792,72c76a8672c77b087308628662656ac76aa75a457b2972e86a866aa77b296245,0,1,1,1,0,0,0,1
12073,12073,0,0110,0,63,9872992,1,00,53792,1234101,1234124,53792,394149a37b0993cb72c7392149827b08938a6a66496259c47ae87ae859e551a4,0,1,1,1,0,0,0,1
12074,12074,0,0110,0,63,9872992,1,00,53792,1234102,1234124,53792,62267287726759a438e0412151a3834aac4e9bcc9b6ba3abb40da3ab8b097ac8,0,1,1,1,0,0,0,1
12075,12075,0,0110,0,63,9872992,1,00,53792,1234103,1234124,53792,726640c059a2ac0cac4d9baa93499349a3ec9bcb830859a361e38b689bea7ac6,0,1,1,1,0,0,0,1
12076,12076,0,0110,0,63,9872992,1,00,53792,1234104,1234124,53792,6a6572a551a15180622272847b056a835a015a01624172c38345836572e47b45,0,1,1,1,0,0,0,1
12077,12077,0,0110,0,63,9872992,1,00,53792,1234105,1234124,53792,a44a9c0a72c551e151c162637b055a4249a0838762626ac49c4a83676ac46a84,0,1,1,1,0,0,0,1
12078,12078,0,0110,0,63,9872992,1,00,53792,1234106,1234124,53792,51e26ac65a65418239623121312220c0314141e45a8673496b086b09732a83ac,0,1,1,1,0,0,0,1
12079,12079,0,0110,0,63,9872992,1,00,53792,1234107,1234124,53792,83ab5a865a6683aa6b085a456ac783ab6ae85a465a46520562a75a6652257b8b,0,1,1,1,0,0,0,1
12080,12080,0,0110,0,63,9872992,1,00,53792,1234108,1234124,53792,5aa741c46b0983cc73296ae87b6a5225312141a36ac8628762a77b298bcb5a45,0,1,1,1,0,0,0,1
12081,12081,0,0110,0,63,9872992,1,00,53792,1234109,1234124,53792,310049c349e34182394141a25a655a45418241a37b497b6a522641a4398341c4,0,1,1,1,0,0,0,1
12082,12082,0,0110,0,63,9872992,1,00,53792,1234110,1234124,53792,51e472e76ac75a6573287b495a4549c349c4416349c449e520c118a118a10800,0,1,1,1,0,0,0,1
12083,12083,0,0110,0,63,9872992,1,00,53792,1234111,1234124,53792,080039645a675a467b4a7b2949c349c352047b4a93ec624662676ac849c45205,0,1,1,1,0,0,0,1
12084,12084,0,0110,0,63,9872992,1,00,53792,1234112,1234124,53792,83ab83ab5a666b0883cb6ac839824183522549c449a37b29834a498383299bec,0,1,1,1,0,0,0,1
12085,12085,0,0110,0,63,9872992,1,00,53792,1234113,1234124,53792,834a7b297b298bab8bac6ac852256aa78b8b51c472a89c0d72a89bed7b0a38e1,0,1,1,1,0,0,0,1
12086,12086,0,0110,0,63,9872992,1,00,53792,1234114,1234124,53792,59e541436a6793cc5a0572e87b094142832abd11c532a40eac4f82e959e5936a,0,1,1,1,0,0,0,1
12087,12087,0,0110,0,63,9872992,1,00,53792,1234115,1234124,53792,61a28a85e4cecba8e44aec49baa3c304dbc7d3c8c305e409cb67c305fcece429,0,1,1,1,0,0,0,1
12088,12088,0,0110,0,63,9872992,1,00,53792,1234116,1234124,53792,c325bae4a221c305cb45bac3d387f4abfcccdbc8dbe8e409e429e44af4abfd4e,0,1,1,1,0,0,0,1
12089,12089,0,0110,0,63,9872992,1,00,53792,1234117,1234124,53792,fd0dbb26c347f4cde46bb326aae5bb88b368bba9a306a327cc6cd4adc40bcc6c,0,1,1,1,0,0,0,1
12090,12090,0,0110,0,63,9872992,1,00,53792,1234118,1234124,53792,f5b1cc6d8a868aa6bc2cd510c46dab89cc2bdcadcc0aa2e5c40ac44b92c68285,0,1,1,1,0,0,0,1
12091,12091,0,0110,0,63,9872992,1,00,53792,1234119,1234124,53792,c46de530c3eba307bbcaccadaba993087a469309bc0ccc8dd4cecc8da369a38b,0,1,1,1,0,0,0,1
12092,12092,0,0110,0,63,9872992,1,00,53792,1234120,1234124,53792,8ac87225934a936b8b2a7ae951a472c88b6b7ac89b8b82c871e49308b3cbd4cf,0,1,1,1,0,0,0,1
12093,12093,0,0110,0,63,9872992,1,00,53792,1234121,1234124,53792,d510abcb82c77225726672659329b42ca38aa3698aa68265b3cbbc2c8ac75962,0,1,1,1,0,0,0,1
12094,12094,0,0110,0,63,9872992,1,00,53792,1234122,1234124,53792,69c37a666a256a25b46eb44d9b8ab42cabcb930982a75142306048e0598161a2,0,1,1,1,0,0,0,1
12095,12095,0,0110,0,63,9872992,1,00,53792,1234123,1234124,53792,9b8b8b0940e159c4726759e551634942492251838b0a7aa859a46a2683096a25,0,1,1,1,0,0,0,1
12096,12096,0,0110,0,25,9873192,1,00,53984,1234124,1234149,53984,59a46a056a0561e472667287830982e97aa86a467aa76a4659a362046a456a25,1,1,1,1,0,1,0,1
12097,12097,0,0110,0,26,9873200,1,00,53984,1234125,1234150,53984,38c0308059e393aaac6ba4298b856a615a006a607b038b86938772c459e151a0,1,1,1,1,0,1,0,1
12098,12098,0,0110,0,27,9873208,1,00,53984,1234126,1234151,53984,624351a1412041404960412038e03920418149a1416131003120394041814161,1,1,1,1,0,1,0,1
12099,12099,0,0110,0,28,9873216,1,00,53984,1234127,1234152,53984,49a1498141217ae8a42c9bea8b8972a6498351c472e772e75a2462656ac772e7,1,1,1,1,0,1,0,1
12100,12100,0,0110,0,29,9873224,1,00,53984,1234128,1234153,53984,62865a2462857b287b2872c672c67b0672e46a828365a44993a683237b038ba5,1,1,1,1,0,1,0,1
12101,12101,0,0110,0,30,9873232,1,00,53984,1234129,1234154,53984,8b8493e593e48bc48bc572e25a00626094267b635200418041a049c041604160,1,1,1,1,0,1,0,1
12102,12102,0,0110,0,31,9873240,1,00,53984,1234130,1234155,53984,41604181416052225a635a6352225a426ac562846a845a237b477b27416028e0,1,1,1,1,0,0,0,1
12103,12103,0,0110,0,32,9873248,1,00,53984,1234131,1234156,53984,62837b456ac473056aa45a2251c151e15a2351e2418051e249e2392039404181,1,1,1,1,0,0,0,1
12104,12104,0,0110,0,33,9873256,1,00,53984,1234132,1234157,53984,41604160624372e572e46a837b056a83416041405a2272e57b26836762635a22,1,1,1,1,0,0,0,1
12105,12105,0,0110,0,34,9873264,1,00,53984,1234133,1234158,53984,8b676a6283059ba861e17aa47aa538c049009b46e52de4ece50cdccbcc4a9b06,1,1,1,1,0,0,0,1
12106,12106,0,0110,0,35,9873272,1,00,53984,1234134,1234159,53984,7a6561e43900498151e262436aa572a6622472a57b056a8362426aa4628341a0,1,1,1,1,0,0,0,1
12107,12107,0,0110,0,36,9873280,1,00,53984,1234135,1234160,53984,51e16264416051e25a445a4349a130e041405a2262435a0252015a225a2251c1,1,1,1,1,0,0,0,1
12108,12108,0,0110,0,37,9873288,1,00,53984,1234136,1234161,53984,59e18b05bc4aaba851608b8872856a23936872238aa5c46cac098ae582a69b69,1,1,1,1,0,0,0,1
12109,12109,0,0110,0,38,9873296,1,00,53984,1234137,1234162,53984,a3cb7ae759c259e38b6872c55a226a84626441a1418049a149a16aa6832851a2,1,1,1,1,0,0,0,1
12110,12110,0,0110,0,39,9873304,1,00,53984,1234138,1234163,53984,39003920416141a26a8583477ac451806a0283066a655a244161418072e56242,1,1,1,1,0,0,0,1
12111,12111,0,0110,0,40,9873312,1,00,53984,1234139,1234164,53984,51a062228b86ac6a8b6741404920496159c3494140e0516172857b068b866241,1,1,1,1,0,0,0,1
12112,12112,0,0110,0,41,9873320,1,00,53984,1234140,1234165,53984,5a018b8872a459c172a472a3622172828b6593a58b646a40490082e3bc68a3c4,1,1,1,1,0,0,0,1
12113,12113,0,0110,0,42,9873328,1,00,53984,1234141,1234166,53984,82c28b2493459b65b449a3c79324a3a69324abc7bc69c46aa3669b26c46bcc6c,1,1,1,1,0,0,0,1
12114,12114,0,0110,0,43,9873336,1,00,53984,1234142,1234167,53984,c42bb3a9a347ab88bc0ac46cc46cbc2bab68b3cacc6cc42ba3279ae6cc6cd4cd,1,1,1,1,0,0,0,1
12115,12115,0,0110,0,44,9873344,1,00,53984,1234143,1234168,53984,c40bc40a9ae6b388d46cbbeabbcabc0bc44dd4aebc2cb3cbbc2cccaebc0bb3ca,1,1,1,1,0,0,0,1
12116,12116,0,0110,0,45,9873352,1,00,53984,1234144,1234169,53984,d4cfd4f09b4a7225b44ef635d531abecabccb42e9b8c61e5410251a5832b9c2e,1,1,1,1,0,0,0,1
12117,12117,0,0110,0,46,9873360,1,00,53984,1234145,1234170,53984,93ac72a76a4662464142498272c793cb836a6aa672e783695a455a4583698b8a,1,1,1,1,0,0,0,1
12118,12118,0,0110,0,47,9873368,1,00,53984,1234146,1234171,53984,6266416152047b288bcb838a7b496aa75a456aa77b2972e862666a867b498baa,1,1,1,1,0,0,0,1
12119,12119,0,0110,0,48,9873376,1,00,53984,1234147,1234172,53984,73296ac77b2973085a455204838a8bcb5a66312239425a87734a732962a862a7,1,1,1,1,0,0,0,1
12120,12120,0,0110,0,49,9873384,1,00,53984,1234148,1234173,53984,7b4a7309522549a35a256ac87b097ae8622449416a659bcb7ac7410051829bcb,1,1,1,1,0,0,0,1
12121,12121,0,0110,0,50,9873392,1,00,53984,1234149,1234174,53984,9389620351a183077ae6620362039b89abebb42cb42ca3aaa3aaa3aa932882a6,1,1,1,1,0,0,0,1
12122,12122,0,0110,0,51,9873400,1,00,53984,1234150,1234175,53984,5982490049216a2572457a65abebac0cabeb9b69932872456a049b69bc8eabec,1,1,1,1,0,0,0,1
12123,12123,0,0110,0,52,9873408,1,00,53984,1234151,1234176,53984,9b6ab44dbc6e8b2961c459a37aa7938a82e8726659c359a3492138c051a36a46,1,1,1,1,0,0,0,1
12124,12124,0,0110,0,53,9873416,1,00,53984,1234152,1234177,53984,5183728682e8830883086a456a24832883086a4562247ae872a759c351c38b49,1,1,1,1,0,0,0,1
12125,12125,0,0110,0,54,9873424,1,00,53984,1234153,1234178,53984,9beca40db46ec4f07286288038e04101518251c3496351837ac693487a854920,1,1,1,1,0,0,0,1
12126,12126,0,0110,0,55,9873432,1,00,53984,1234154,1234179,53984,2880412262258b6a938a728669e39349b44d9b8aabeca3ab9b4aa3cc82865962,1,1,1,1,0,0,0,1
12127,12127,0,0110,0,56,9873440,1,00,53984,1234155,1234180,53984,5163494259a359a3518259c359a37ac7ac2d8b2a7ac861e438a09bcbcd51a40c,1,1,1,1,0,0,0,1
12128,12128,0,0110,0,57,9873448,1,00,53984,1234156,1234181,53984,61c361c461e4620582e8a3ec9b6a69e438a07287abec93098ae78ae769e46a05,0,1,0,1,0,0,0,1
12129,12129,0,0110,0,57,9873448,1,00,53984,1234157,1234181,53984,49216a04a3cb9308abeca38a92c7c46dd4cfb3cbabcbccaeb3ec82c793297a87,0,1,0,1,0,0,0,1
12130,12130,0,0110,0,57,9873448,1,00,53984,1234158,1234181,53984,9b8bbc6f61a4596359833080410040e038c0494059c28b489bca7b077b075a24,0,1,0,1,0,0,0,1
12131,12131,0,0110,0,57,9873448,1,00,53984,1234159,1234181,53984,4141620459e441004941622538c059c3bcae9b8aabebac0b61c2594072048ac7,0,1,0,1,0,0,0,1
12132,12132,0,0110,0,57,9873448,1,00,53984,1234160,1234181,53984,82a69baa8b296204a40c9bcb51a439026a866a8630a04983834a93eb8b8a834a,0,1,0,1,0,0,0,1
12133,12133,0,0110,0,57,9873448,1,00,53984,1234161,1234181,53984,49c428e1394341846aa87b0a51e5392262886ac941a4396362677b4b72e96aa8,1,1,1,1,0,0,0,1
12134,12134,0,0110,0,58,9873456,1,00,53984,1234162,1234182,53984,6a6749a34142496349a330e038e130c038e062467ae86225414259e493ccac6e,0,1,0,1,0,0,0,1
12135,12135,0,0110,0,58,9873456,1,00,53984,1234163,1234182,53984,9becac4e834a51c4286030a0392130e028a0206030a0412149634162310130c0,0,1,0,1,0,0,0,1
12136,12136,0,0110,0,58,9873456,1,00,53984,1234164,1234182,53984,39225a047ae893aaa3ea8b4772856a6551a24982392030e0498172c69ba96a23,0,1,0,1,0,0,0,1
12137,12137,0,0110,0,58,9873456,1,00,53984,1234165,1234182,53984,82e78b4951a3494159c4620572667ac782e7726659a25182726693699b8a8ae8,0,1,0,1,0,0,0,1
12138,12138,0,0110,0,58,9873456,1,00,53984,1234166,1234182,53984,722662056a47622659e55a4659e54122412251a438e130a0410230e120804963,0,1,0,1,0,0,0,1
12139,12139,0,0110,0,58,9873456,1,00,53984,1234167,1234182,53984,8b4a936b936a7aa761e47266830882e85162516262046a257a87598251218ac7,1,1,1,1,0,0,0,1
12140,12140,0,0110,0,59,9873464,1,00,53984,1234168,1234183,53984,ab8aa38a7aa661e4412240e1410249645a063943390259e5622672877b096246,1,1,1,1,0,0,0,1
12141,12141,0,0110,0,60,9873472,1,00,53984,1234169,1234184,53984,51c351c3518238c049827ac783287ae77ae7830772a6b4aeb4ad6203494038e0,1,1,1,1,0,0,0,1
12142,12142,0,0110,0,61,9873480,1,00,53984,1234170,1234185,53984,59e362044961494051817aa5ac2bb46c8b2762029369a3ea61e261a17a85a3ca,1,1,1,1,0,0,0,1
12143,12143,0,0110,0,62,9873488,1,00,53984,1234171,1234186,53984,a3ca7ac672868b296a45516259c38b28a40ba40b82e861e48b2972a65a037ae7,1,1,1,1,0,0,0,1
12144,12144,0,0110,0,63,9873496,1,00,53984,1234172,1234187,53984,9bca9bca938a7aa749626a24ac0cac0babcaabc97a6451209348bc8e61e43060,1,1,1,1,0,0,0,1
12145,12145,0,0110,0,63,9873504,1,00,53984,1234173,1234188,53984,82c7d570d550c4eeb46c9baa8b2938a05983b44da36ab3ec9b2951017a47b44f,0,1,1,1,0,0,0,1
12146,12146,0,0110,0,63,9873504,1,00,53984,1234174,1234188,53984,c4d0cd30c4cfb44daba9b3eab3ea92e659815140a3cae591c48dc46c93076a04,0,1,1,1,0,0,0,1
12147,12147,0,0110,0,63,9873504,1,00,53984,1234175,1234188,53984,7a85a3ca82a65920720469e37203abeaedd1e59192e759827225a3abc46cc48c,0,1,1,1,0,0,0,1
12148,12148,0,0110,0,63,9873504,1,00,53984,1234176,1234188,53984,21ee43136cb95c786d3c6d3c549a4c395cdc6d7e655d54db4c79549954ba54b9,0,1,1,1,0,0,0,1
12149,12149,0,0110,0,63,9873504,1,00,53984,1234177,1234188,53984,5d1a5cf9651a6d1a64774b934b1253324b1142cf3ace3aee43703b2e1229224a,0,1,1,1,0,0,0,1
12150,12150,0,0110,0,63,9873504,1,00,53984,1234178,1234188,53984,326b196721473a0a39c9108429273988418928c64149416a310939ab4aaf4af2,0,1,1,1,0,0,0,1
12151,12151,0,0110,0,63,9873504,1,00,53984,1234179,1234188,53984,42f453b82ad43335759e6d5d6d3c7d3c6c596bf873f77bf7635552f34ad24b33,0,1,1,1,0,0,0,1
12152,12152,0,0110,0,63,9873504,1,00,53984,1234180,1234188,53984,4b95331233125c576c98645664977d5a5c5653d353926c14743463505acf6ace,0,1,1,1,0,0,0,1
12153,12153,0,0110,0,63,9873504,1,00,53984,1234181,1234188,53984,7b2f520a418921075bd29dfb63b47bb56271412d294c196c19cd32f14c1564d9,0,1,1,1,0,0,0,1
12154,12154,0,0110,0,63,9873504,1,00,53984,1234182,1234188,53984,6cfb751c7d7e753d6cfc7d7d751c64ba64ba64ba6cba74db7d1c855d7cfc6cba,0,1,1,1,0,0,0,1
12155,12155,0,0110,0,63,9873504,1,00,53984,1234183,1234188,53984,649a7d5c857d7d3c7d1c857d855d853c8d9e855d7d1b7d1c855c7d3c7d1c857d,0,1,1,1,0,0,0,1
12156,12156,0,0110,0,63,9873504,1,00,53984,1234184,1234188,53984,8d9d857d855c855c853c7d1b853b8d7c7d1b855c95be95be8d7d8d7d855d8dbe,0,1,1,1,0,0,0,1
12157,12157,0,0110,0,63,9873504,1,00,53984,1234185,1234188,53984,857d855d74fb74fb751c6cdb6cfb751c7d5d7d7e7d5d751d6cbb649b74dc751d,0,1,1,1,0,0,0,1
12158,12158,0,0110,0,63,9873504,1,00,53984,1234186,1234188,53984,649b5cbb5cbb6cfc64dc64fc755e757e64bb6cfc6d1d6d1c6cfc64db64dc6d1c,0,1,1,1,0,0,0,1
