Sample in Buffer,Sample in Window,TRIGGER,ddr3_top/ddr3_FSM/current_state[3:0],ddr3_top/ddr3_FSM/ddr3_rd_en_counter[6:0],ddr3_top/ddr3_FSM/ddr3_rd_en_counter_full[6:0],ddr3_top/app_addr[28:0],ddr3_top/app_cmd_1[0:0],ddr3_top/app_cmd[2:1],ddr3_top/ddr3_FSM/rd_burst_addr_counter[20:0],ddr3_top/ddr3_FSM/rd_burst_data_counter_full[21:0],ddr3_top/ddr3_FSM/rd_burst_addr_counter_full[21:0],ddr3_top/ddr3_FSM/rd_burst_data_counter[20:0],ddr_dout_256bit_full[255:0],u_ila_0_app_en,ddr3_top/app_rd_data_valid,u_ila_0_app_rdy,ddr3_top/app_wdf_rdy,ddr3_top/app_wdf_wren,ddr_fifo_full_s_empty,ddr_fifo_s_empty,rd_burst_data_full_valid
0,0,0,0110,0,25,9776424,1,00,33056,1222028,1222053,33056,5a49bd35ff5df75ccdf7bd75a4d29c50a4919c50a471c575bd5572ec51e8836e,1,1,1,1,0,1,0,1
1,1,0,0110,0,26,9776432,1,00,33056,1222029,1222054,33056,a47272ec5a4a8bd06acc5208628a8bcf5aaa6b0b9c7194306a8a49a7628a7b2c,1,1,1,1,0,1,0,1
2,2,0,0110,0,27,9776440,1,00,33056,1222030,1222055,33056,8bcf8bcf93ef7b2c6aaa6aa97b2b6aa951e66ac99c2f9c2e832a6a876a8672a6,1,1,1,1,0,1,0,1
3,3,0,0110,0,28,9776448,1,00,33056,1222031,1222056,33056,82e772a562645a6462a4732593e872c5498051e273066284416062635a0349a2,1,1,1,1,0,1,0,1
4,4,0,0110,0,29,9776456,1,00,33056,1222032,1222057,33056,49a34983390130e052045a23626472e562426a836a4272a38b6672c45a026222,1,1,1,1,0,1,0,1
5,5,0,0110,0,30,9776464,1,00,33056,1222033,1222058,33056,6222728383058b468b258b059346a3e89b669346932682c4726482a593889ba9,1,1,1,1,0,1,0,1
6,6,0,0110,0,31,9776472,1,00,33056,1222034,1222059,33056,abec9b6a8ae9bc8fd593b49093cd9c2fc574d637d637c5b5cdb6d637de38cdb6,1,1,1,1,0,0,0,1
7,7,0,0110,0,32,9776480,1,00,33056,1222035,1222060,33056,acf38bef630b9470ce38de79eedbcdd78bae62493903498572ea93efa42f93ce,1,1,1,1,0,0,0,1
8,8,0,0110,0,33,9776488,1,00,33056,1222036,1222061,33056,93ae832c6a696aaa838e5a4941875209396741a749a85a4a834e834e6a6b6209,1,1,1,1,0,0,0,1
9,9,0,0110,0,34,9776496,1,00,33056,1222037,1222062,33056,8baf93af832c72ab9bef93af6249392593f0c5b7c5b7ce39de7ade7ab514acd3,1,1,1,1,0,0,0,1
10,10,0,0110,0,35,9776504,1,00,33056,1222038,1222063,33056,7b4d416651c86a8b72cc834ea43293d049873905836ff6fdf6fc838f52295a49,1,1,1,1,0,0,0,1
11,11,0,0110,0,36,9776512,1,00,33056,1222039,1222064,33056,522920825a28a4519c3059e751c78b6db49193ae82eb7aeb7aca7b0b938d93ad,1,1,1,1,0,0,0,1
12,12,0,0110,0,37,9776520,1,00,33056,1222040,1222065,33056,8b6ca40fa42f8b6c6aa96a8872ca832b93cd834b72c96a876a666a866aa66244,1,1,1,1,0,0,0,1
13,13,0,0110,0,38,9776528,1,00,33056,1222041,1222066,33056,62456a6572a662446a867b08832983497b285a0451e3416039203100414049a1,1,1,1,1,0,0,0,1
14,14,0,0110,0,39,9776536,1,00,33056,1222042,1222067,33056,520151c051c151a151c26a6562645a436ae58bc99c0a93c9832872a651a34961,1,1,1,1,0,0,0,1
15,15,0,0110,0,40,9776544,1,00,33056,1222043,1222068,33056,414049604160392030e028c028c028e03981522362a562a5520251e251c25a23,1,1,1,1,0,0,0,1
16,16,0,0110,0,41,9776552,1,00,33056,1222044,1222069,33056,7b0683878bc8a44aac6ba42b9bea8b48726661e482e8b48fc553d5f5d636cdf6,1,1,1,1,0,0,0,1
17,17,0,0110,0,42,9776560,1,00,33056,1222045,1222070,33056,c574cdd6d617d637d637d618ce17cdf7c595d617cdf7d637ce17ad139c91bdb5,1,1,1,1,0,0,0,1
18,18,0,0110,0,43,9776568,1,00,33056,1222046,1222071,33056,ff5ce699b4d172c941a449e47b2993ec8b8a834972c77b298b8a938b72c859e4,1,1,1,1,0,0,0,1
19,19,0,0110,0,44,9776576,1,00,33056,1222047,1222072,33056,62047ae77ae772c67ae78b496a864982496251a3622572c67b086a6551a24961,1,1,1,1,0,0,0,1
20,20,0,0110,0,45,9776584,1,00,33056,1222048,1222073,33056,416052035a4449c241814181418051e273068b887b265a0251e15a4351e24980,1,1,1,1,0,0,0,1
21,21,0,0110,0,46,9776592,1,00,33056,1222049,1222074,33056,62436a6362426a8372e5834672e56aa451e2520362855a6549a249a26ae75a44,1,1,1,1,0,0,0,1
22,22,0,0110,0,47,9776600,1,00,33056,1222050,1222075,33056,7b088baa8b8a5a4551e35a455a245a655a45520452035a4462856a85622459e2,1,1,1,1,0,0,0,1
23,23,0,0110,0,48,9776608,1,00,33056,1222051,1222076,33056,49604960624383277b0672c572c66aa58b8993ca93cb93ec9c0e93ad7b2b7b0c,1,1,1,1,0,0,0,1
24,24,0,0110,0,49,9776616,1,00,33056,1222052,1222077,33056,5a49628a628a6a8b7b4da431a452834e6a8b624a6a8c626b628c7b0e7b2f626c,1,1,1,1,0,0,0,1
25,25,0,0110,0,50,9776624,1,00,33056,1222053,1222078,33056,49c920a428c45a4aacb3e65afedcddb7c4d4ac1159875166728a93afac928b8f,1,1,1,1,0,0,0,1
26,26,0,0110,0,51,9776632,1,00,33056,1222054,1222079,33056,626b6a8c624b5a0a520a5a4a72ed8bb08bd08bb0836f7b0d6acc51e8628b7b4e,1,1,1,1,0,0,0,1
27,27,0,0110,0,52,9776640,1,00,33056,1222055,1222080,33056,8bb0836f7b2e7b2e7b2e8bb093f17b2e6a8b7b0d7b2e72ed6aac5a2a49a85209,1,1,1,1,0,0,0,1
28,28,0,0110,0,53,9776648,1,00,33056,1222056,1222081,33056,6acc7b6e838e838e72cb62695a285a0749a549855a0772ca6a886a687aca6247,1,1,1,1,0,0,0,1
29,29,0,0110,0,54,9776656,1,00,33056,1222057,1222082,33056,59e65a06622751e5498430c12880206049a45a0649a551c5520651c5624772c9,1,1,1,1,0,0,0,1
30,30,0,0110,0,55,9776664,1,00,33056,1222058,1222083,33056,7b0a7b0b622751a559e762286269836d9c3072eb5a286aaab513f73cffbeeedb,1,1,1,1,0,0,0,1
31,31,0,0110,0,56,9776672,1,00,33056,1222059,1222084,33056,cdd7c596bd35d5d8eebbde19836e206341665a297b0d834d6aab6a8a7b4d8b8d,1,1,1,1,0,0,0,1
32,32,0,0110,0,57,9776680,1,00,33056,1222060,1222085,33056,6a886a468b2aa3cc9bac7ac87ac87ac7a3cc8b4a492230a05a058baba40ca44d,1,1,1,1,0,0,0,1
33,33,0,0110,0,58,9776688,1,00,33056,1222061,1222086,33056,9bec82e86a259329b44ebc8fbcafac8fa42d93ab8b6aa40c936a516238e04961,1,1,1,1,0,0,0,1
34,34,0,0110,0,59,9776696,1,00,33056,1222062,1222087,33056,5a4562857b268ba78b8693859ba69ba6936693467a846a638306a42ab4cdbd30,1,1,1,1,0,0,0,1
35,35,0,0110,0,60,9776704,1,00,33056,1222063,1222088,33056,accfb511a48f8bcd7b6c83cd83cd83adad12acd1acd1b4f1bd33d637eefade78,1,1,1,1,0,0,0,1
36,36,0,0110,0,61,9776712,1,00,33056,1222064,1222089,33056,93ee6aa97b2c836c5a4851e67b2ca471bd14b4d3a430938e8b6d834d834d834c,1,1,1,1,0,0,0,1
37,37,0,0110,0,62,9776720,1,00,33056,1222065,1222090,33056,72eb7b2cc595eebaf71bf71beebabd54732c520720a2080062aaf75dffdff73c,1,1,1,1,0,0,0,1
38,38,0,0110,0,63,9776728,1,00,33056,1222066,1222091,33056,ff7deefba4915a2849c65a288b8e8bcf62ab7b8e6b0d41c852098bb0a47393d0,1,1,1,1,0,0,0,1
39,39,0,0110,0,63,9776736,1,00,33056,1222067,1222092,33056,9bf16a8b624a628b49c772ec9c728bcf522841869430ff7dff9ede59b514bd54,0,1,1,1,0,0,0,1
40,40,0,0110,0,63,9776736,1,00,33056,1222068,1222092,33056,94306b0b6b2b4a48a4f2ffdef77dd638a4919c519c71acd2bd75cdf7d678deb9,0,1,1,1,0,0,0,1
41,41,0,0110,0,63,9776736,1,00,33056,1222069,1222092,33056,de79de58c5d6ce17de79d638d617d638d5f7cdd7de38e69ae69ae679de38cdd6,0,1,1,1,0,0,0,1
42,42,0,0110,0,63,9776736,1,00,33056,1222070,1222092,33056,b4d3bd13d5f7de38d5f7cd95ee99e678d5f6eebade17acb1b4b1b4d2d5b5ee79,0,1,1,1,0,0,0,1
43,43,0,0110,0,63,9776736,1,00,33056,1222071,1222092,33056,bcf38b8d8b6cbcf2f6baff3cddd6ac719c0fc534e658d5b6acb2acd3bd55d618,0,1,1,1,0,0,0,1
44,44,0,0110,0,63,9776736,1,00,33056,1222072,1222092,33056,de38c596c596bd75cdf7de79de38d618de38d618d638d618d618d638c5b6d638,0,1,1,1,0,0,0,1
45,45,0,0110,0,63,9776736,1,00,33056,1222073,1222092,33056,de79cdf7ce17de99de99cdf6d637cdf6cdf7cdf79430732c9410c595e6daf71b,0,1,1,1,0,0,0,1
46,46,0,0110,0,63,9776736,1,00,33056,1222074,1222092,33056,de99d658d638d658d638cdf6cdf6d657e6b9de99d657c5f6bd94d657e6fae6da,0,1,1,1,0,0,0,1
47,47,0,0110,0,63,9776736,1,00,33056,1222075,1222092,33056,d658eefbf73cb53483aead13ef1bc5d67b6c39844a26bdb4f79bce56946e736b,0,1,1,1,0,0,0,1
48,48,0,0110,0,63,9776736,1,00,33056,1222076,1222092,33056,5a87736b944f7b6b52464a055a666ac87b6a62a76ac86ac8732973296b0862a8,0,1,1,1,0,0,0,1
49,49,0,0110,0,63,9776736,1,00,33056,1222077,1222092,33056,732a732a41a33121520549e45a667b4a838b730a5a265a477b4b524641c44a05,0,1,1,1,0,0,0,1
50,50,0,0110,0,63,9776736,1,00,33056,1222078,1222092,33056,41837b4b6ae928c152055a466ae983ac734a62a7526652664a044a0441e33162,0,1,1,1,0,0,0,1
51,51,0,0110,0,63,9776736,1,00,33056,1222079,1222092,33056,4a0462a77b8b7b8b8bec522528e19c4f838c9c6fde37418418606b0a7b8c6ae9,0,1,1,1,0,0,0,1
52,52,0,0110,0,63,9776736,1,00,33056,1222080,1222092,33056,5a87522662a84a2641c55aa87b8c52675a88944f6b2a398441e562c84a065247,0,1,1,1,0,0,0,1
53,53,0,0110,0,63,9776736,1,00,33056,1222081,1222092,33056,62e95a8839a431634a47526739a44a26738c5ac85aa85ac841e539c541e65247,0,1,1,1,0,0,0,1
54,54,0,0110,0,63,9776736,1,00,33056,1222082,1222092,33056,630a41c539a55268524762c96b2b736c62ea314339a57bad39c531434a2739c5,0,1,1,1,0,0,0,1
55,55,0,0110,0,63,9776736,1,00,33056,1222083,1222092,33056,4a266b2a7bac630a39a520e239a56b2b83ee62ea41a583ad6aea20c229035a88,0,1,1,1,0,0,0,1
56,56,0,0110,0,63,9776736,1,00,33056,1222084,1222092,33056,6aea5247732b5a6841a541a55a685aa9526862a95a884a2752685a884a0662c9,0,1,1,1,0,0,0,1
57,57,0,0110,0,63,9776736,1,00,33056,1222085,1222092,33056,732a5a675a675aa8522641845a27730b5a486ac9838c7b4a6267832ac4afd4f0,0,1,1,1,0,0,0,1
58,58,0,0110,0,63,9776736,1,00,33056,1222086,1222092,33056,cc8eb3cbab8ac40bc40bcc4ce50fed2fcc6cc3eacc2be4edf54feceddc6bed2e,0,1,1,1,0,0,0,1
59,59,0,0110,0,63,9776736,1,00,33056,1222087,1222092,33056,c40ac44be54fb388b3a9d46cd48cd44cdcade4eecc4cab48a328bbebc44dd4cf,0,1,1,1,0,0,0,1
60,60,0,0110,0,63,9776736,1,00,33056,1222088,1222092,33056,cc6dbbeac42ce530fdd2ed70cc2bbbcac40bb3a9d4adc42bab69cc6c9ac6a327,0,1,1,1,0,0,0,1
61,61,0,0110,0,63,9776736,1,00,33056,1222089,1222092,33056,d46cb368a306cc2bdccec42b92e782659308720469e4934ad531ac0d8b08934a,0,1,1,1,0,0,0,1
62,62,0,0110,0,63,9776736,1,00,33056,1222090,1222092,33056,498251a351a4412259a36a258b08a3eba3eb9bab82e869e459627224a3a9b44b,0,1,1,1,0,0,0,1
63,63,0,0110,0,63,9776736,1,00,33056,1222091,1222092,33056,abea8ac6a329c40ccc4cd46cd46ca328a307ab68a367b40ad530edd3ff17d52f,0,1,1,1,0,0,0,1
64,64,0,0110,0,25,9776936,1,00,33120,1222092,1222117,33120,bc6cdd709b8972856a24498249626a866aa74122498359e5492241016a257aa7,1,1,1,1,0,1,0,1
65,65,0,0110,0,26,9776944,1,00,33120,1222093,1222118,33120,7ae86a86624551c359e46a65834993aa728559e251a14940412062237ac56222,1,1,1,1,0,1,0,1
66,66,0,0110,0,27,9776952,1,00,33120,1222094,1222119,33120,59e151a151a151a141403900392041614161412138e0416162656a8651c34962,1,1,1,1,0,1,0,1
67,67,0,0110,0,28,9776960,1,00,33120,1222095,1222120,33120,416141404140414051a2622459c351824100410030c030a0390051a3622459e4,1,1,1,1,0,1,0,1
68,68,0,0110,0,29,9776968,1,00,33120,1222096,1222121,33120,4141498262867b4972e741a2394151e4520552056aa77b4a73096287520441a3,1,1,1,1,0,1,0,1
69,69,0,0110,0,30,9776976,1,00,33120,1222097,1222122,33120,51e55a265a4762666aa672e772c76a8751e45a055a05624583478367836693e7,1,1,1,1,0,1,0,1
70,70,0,0110,0,31,9776984,1,00,33120,1222098,1222123,33120,7b46520152009c698be66b0262a249c04180418130e0394149c2628572e56ac4,1,1,1,1,0,0,0,1
71,71,0,0110,0,32,9776992,1,00,33120,1222099,1222124,33120,628362835a435a0251c251e2416049a072e483665a216ac47b264160394049c1,1,1,1,1,0,0,0,1
72,72,0,0110,0,33,9777000,1,00,33120,1222100,1222125,33120,522241a049c049e16ac45a635a2251e1416072e5830672646a227a83b42aaba7,1,1,1,1,0,0,0,1
73,73,0,0110,0,34,9777008,1,00,33120,1222101,1222126,33120,8221dcecfdf0e4cbbb87a2e5b3c9bc4c598138e049a362667b289beb9bca61e2,1,1,1,1,0,0,0,1
74,74,0,0110,0,35,9777016,1,00,33120,1222102,1222127,33120,62029367c4ecc4cc9ba79366a3e7a3e68b448b65ac49938693659bc69b869b87,1,1,1,1,0,0,0,1
75,75,0,0110,0,36,9777024,1,00,33120,1222103,1222128,33120,9bc793a693a69c079be693a6834593c7a44a7b2551e05a217b256aa349a072e4,1,1,1,1,0,0,0,1
76,76,0,0110,0,37,9777032,1,00,33120,1222104,1222129,33120,9be859e072a28ba672c48347414041608b674960496083488368624459e46246,1,1,1,1,0,0,0,1
77,77,0,0110,0,38,9777040,1,00,33120,1222105,1222130,33120,392228a049c46a855a0259e0ac48f650a3a5cca9fe0fab65cc6aa3467a22c44b,1,1,1,1,0,0,0,1
78,78,0,0110,0,39,9777048,1,00,33120,1222106,1222131,33120,b3e9b409c469abc6b406d4eac488b407722159409b06c409cc29bc08aba86a01,1,1,1,1,0,0,0,1
79,79,0,0110,0,40,9777056,1,00,33120,1222107,1222132,33120,492072639b877ac459c06a229b44d4aad4aba36682c482e4b3e7cc89bbc7bbc7,1,1,1,1,0,0,0,1
80,80,0,0110,0,41,9777064,1,00,33120,1222108,1222133,33120,c42992c492a3a346ab66b387b3a8a3259ae4b3a8dceced4eed0decccf52decec,1,1,1,1,0,0,0,1
81,81,0,0110,0,42,9777072,1,00,33120,1222109,1222134,33120,dcacbba8c3e9dcccd46bab66ab46a30579e179e19ae6ab88c42bdd0ee52fed70,1,1,1,1,0,0,0,1
82,82,0,0110,0,43,9777080,1,00,33120,1222110,1222135,33120,c40abbeadcced4addccddccedceeed4fd4adab68a327c42bed4ff590d48cd4ad,1,1,1,1,0,0,0,1
83,83,0,0110,0,44,9777088,1,00,33120,1222111,1222136,33120,d48dab898a86a349abcb8ac79308a3ababecb44da36aababbc4dababbc2dd4f0,1,1,1,1,0,0,0,1
84,84,0,0110,0,45,9777096,1,00,33120,1222112,1222137,33120,cc8edd10cc8eb3cba36aababab8aa369bc2bcc8ddceecc6cc42ad48ce52edd0d,1,1,1,1,0,0,0,1
85,85,0,0110,0,46,9777104,1,00,33120,1222113,1222138,33120,e54ed4cdaba99b69a3eb9bcb626649836ac873295a6649e45a6562a75a665a66,1,1,1,1,0,0,0,1
86,86,0,0110,0,47,9777112,1,00,33120,1222114,1222139,33120,5a665a665a666287628762a762c85a4741a4396341c46ae97b8b62a841c439a3,1,1,1,1,0,0,0,1
87,87,0,0110,0,48,9777120,1,00,33120,1222115,1222140,33120,41c452466b097b8b62e84a0539835246734a734a52674a055a875a875a6762a8,1,1,1,1,0,0,0,1
88,88,0,0110,0,49,9777128,1,00,33120,1222116,1222141,33120,5a66526662c86ae85a865a866ae86ae8838b838b628751e4626662665a255a26,1,1,1,1,0,0,0,1
89,89,0,0110,0,50,9777136,1,00,33120,1222117,1222142,33120,72e96a87624672c86225622561e462048329a40c9bcb936a6a0559a372667a87,1,1,1,1,0,0,0,1
90,90,0,0110,0,51,9777144,1,00,33120,1222118,1222143,33120,8b4a83296225414251a36a868b4a9bcb7266494251837286936a9bab938a6a45,1,1,1,1,0,0,0,1
91,91,0,0110,0,52,9777152,1,00,33120,1222119,1222144,33120,59c37aa79bcb93499349ac0c8b2872666a66938b9bcc728751a362058b299bab,1,1,1,1,0,0,0,1
92,92,0,0110,0,53,9777160,1,00,33120,1222120,1222145,33120,9baa7286516238c04963622672c972c85a055a254141392193cc8b8a6a66ac6e,1,1,1,1,0,0,0,1
93,93,0,0110,0,54,9777168,1,00,33120,1222121,1222146,33120,ac6d9bca7ae79bca82e77266724630807ae8a44d83295a0538e151a4832a6a67,1,1,1,1,0,0,0,1
94,94,0,0110,0,55,9777176,1,00,33120,1222122,1222147,33120,72c8832a59c5410140e159c449638329ac2d8b49938a83085a05518359a440e1,1,1,1,1,0,0,0,1
95,95,0,0110,0,56,9777184,1,00,33120,1222123,1222148,33120,40c17a879b8b82e859a472a86a4762268329938b8b4a8b2a936ba3cc8ae85983,1,1,1,1,0,0,0,1
96,96,0,0110,0,57,9777192,1,00,33120,1222124,1222149,33120,494259e472a86aa78b299babb42dac2d59c4286051847a889bab7a8738a04101,0,1,0,1,0,0,0,1
97,97,0,0110,0,57,9777192,1,00,33120,1222125,1222149,33120,7aa8ac6e936b38c07246bc6e9b8aa3aa7a458286b40c9348a3aa9b8a5982a3eb,0,1,0,1,0,0,0,1
98,98,0,0110,0,57,9777192,1,00,33120,1222126,1222149,33120,a3ec410049216a666a26410059c459a361e48b28a3caa3aa9b69ac0ba3cbabeb,0,1,0,1,0,0,0,1
99,99,0,0110,0,57,9777192,1,00,33120,1222127,1222149,33120,b44cac2b83078b27938962037aa68b0869e38ac6822471c2b3aaab69a2c7bbaa,0,1,0,1,0,0,0,1
100,100,0,0110,0,57,9777192,1,00,33120,1222128,1222149,33120,dccdc46bab88c42bc44bd4cdc48ca38972039b48d4eeb40b9b487a6572449baa,0,1,0,1,0,0,0,1
101,101,0,0110,0,57,9777192,1,00,33120,1222129,1222149,33120,9baa832972a77b09622649a48b6b834a6a8751c46a667b09834a93cca46e6aa8,1,1,1,1,0,0,0,1
102,102,0,0110,0,58,9777200,1,00,33120,1222130,1222150,33120,49a351e551c572c972e951e5520649c549a449a45205522662a7626672e87b29,0,1,0,1,0,0,0,1
103,103,0,0110,0,58,9777200,1,00,33120,1222131,1222150,33120,49a451c45a0672c87b296a6641413900494141204141496162445a0362246a64,0,1,0,1,0,0,0,1
104,104,0,0110,0,58,9777200,1,00,33120,1222132,1222150,33120,624441605a037b2772e672a5622349816a658b688b698b486a236a23ac0bd550,0,1,0,1,0,0,0,1
105,105,0,0110,0,58,9777200,1,00,33120,1222133,1222150,33120,ddb0ac2a51a059e2622359e351a241004141416151c3498159e27b0693a993c9,0,1,0,1,0,0,0,1
106,106,0,0110,0,58,9777200,1,00,33120,1222134,1222150,33120,83276a44494051a159e2518159c272a69bca93aa9bea7ac659a17a84a3a8a3c8,0,1,0,1,0,0,0,1
107,107,0,0110,0,58,9777200,1,00,33120,1222135,1222150,33120,7284498049606222830593878b468b267ae659e2496162047aa76a4559e361e4,1,1,1,1,0,0,0,1
108,108,0,0110,0,59,9777208,1,00,33120,1222136,1222151,33120,61e472258b0893697ac66a647ac58b2783067ac67ae659c24961518259c47aa7,1,1,1,1,0,0,0,1
109,109,0,0110,0,60,9777216,1,00,33120,1222137,1222152,33120,abea9b68618361835960722293669ba87aa6620359c28b88bcecb48b93a96a25,1,1,1,1,0,0,0,1
110,110,0,0110,0,61,9777224,1,00,33120,1222138,1222153,33120,4142414230c030c0412151a272c67ae66a64622272638b26ac0993868b0482e3,1,1,1,1,0,0,0,1
111,111,0,0110,0,62,9777232,1,00,33120,1222139,1222154,33120,7a81a3a5bc89b4699bc672a272838b4672e552024960410059e238e04940a40a,1,1,1,1,0,0,0,1
112,112,0,0110,0,63,9777240,1,00,33120,1222140,1222155,33120,dd6fd52eac09622249416a86836993cb5161280061c3bc4cdd50c46cabcac46c,1,1,1,1,0,0,0,1
113,113,0,0110,0,63,9777248,1,00,33120,1222141,1222156,33120,a36969a27203826482857a459b69620438c051a34121620483088b2851617a65,0,1,1,1,0,0,0,1
114,114,0,0110,0,63,9777248,1,00,33120,1222142,1222156,33120,abca9b27bc6dc4cf9b8a8b0961a37a65cc8eabcbabcbabeb7ac76a046a039327,0,1,1,1,0,0,0,1
115,115,0,0110,0,63,9777248,1,00,33120,1222143,1222156,33120,bc6dbcaeb44d934961e440e0490061c382c7726561c382c7c4ae7a863880b44c,0,1,1,1,0,0,0,1
116,116,0,0110,0,63,9777248,1,00,33120,1222144,1222156,33120,5310530f4aae530f52ee4acd4a8c5aee636f6b707c128c9584546b9163306351,0,1,1,1,0,0,0,1
117,117,0,0110,0,63,9777248,1,00,33120,1222145,1222156,33120,4ad04b328cfa7cf9749974fa6cb96cda64995c784bb44bb46436645674975392,0,1,1,1,0,0,0,1
118,118,0,0110,0,63,9777248,1,00,33120,1222146,1222156,33120,7c5484737c12528c4a4a62ed528b6b2d736e738e8c509cd29cd26b2b6b0b5289,0,1,1,1,0,0,0,1
119,119,0,0110,0,63,9777248,1,00,33120,1222147,1222156,33120,41e88c526b6e4a4a8c127b71522d4a0d63123a704333649843d543f64c5764b9,0,1,1,1,0,0,0,1
120,120,0,0110,0,63,9777248,1,00,33120,1222148,1222156,33120,4bb52a704b327457196b5311849600455bb37cf83b1253d52a91225043b64bf8,0,1,1,1,0,0,0,1
121,121,0,0110,0,63,9777248,1,00,33120,1222149,1222156,33120,3c1954fd6d9f447b4c7b5cfd54dc5cfd4c7b3c195cfd4c5b4c5b549c445b54bc,0,1,1,1,0,0,0,1
122,122,0,0110,0,63,9777248,1,00,33120,1222150,1222156,33120,4cbc3c395d3e5cfd54bb6d7f33b8443a6d7f54dc4c5a54bb5cdc4c5a44194c3a,0,1,1,1,0,0,0,1
123,123,0,0110,0,63,9777248,1,00,33120,1222151,1222156,33120,54bc3c1933d93bd933d84c5b445a3c194c7b3c1a441a5cfd54bc441a33b8443b,0,1,1,1,0,0,0,1
124,124,0,0110,0,63,9777248,1,00,33120,1222152,1222156,33120,3bfa2bb8447b54fd3c3a3bf9447b445b445b445b447b4c9c4c7b4cbc5cfd54bc,0,1,1,1,0,0,0,1
125,125,0,0110,0,63,9777248,1,00,33120,1222153,1222156,33120,4c9c54dd4c9c4c9c54dd54dd3c1a3c1a33d933f9443a54fd5d1e4c9c3c1a443a,0,1,1,1,0,0,0,1
126,126,0,0110,0,63,9777248,1,00,33120,1222154,1222156,33120,4c7c445b3bfa447b4cbc3c1a33d93c1a443b3bfa3bfa443b54bd447b445b445b,0,1,1,1,0,0,0,1
127,127,0,0110,0,63,9777248,1,00,33120,1222155,1222156,33120,4c9c4c7b4c9c4cbc54dd54dd4c9c4c7b445b3c3a3bf9443a3c1a443a445b4c9c,0,1,1,1,0,0,0,1
128,128,0,0110,0,25,9777448,1,00,33312,1222156,1222181,33312,3c1a33d9445b4c7b4c9c445b443b4c7c443a3bf93bfa4c7b54bc445b33d933d9,1,1,1,1,0,1,0,1
129,129,0,0110,0,26,9777456,1,00,33312,1222157,1222182,33312,445a4c9b4c7b5cfd4c7b33b84c9c445a3bf9447b3bf933d83c1a54bc3c1933f9,1,1,1,1,0,1,0,1
130,130,0,0110,0,27,9777464,1,00,33312,1222158,1222183,33312,3c3a3419447b447b33f93c3a33d933f93c5a2bb83c3a447b33f933d9445b4c9c,1,1,1,1,0,1,0,1
131,131,0,0110,0,28,9777472,1,00,33312,1222159,1222184,33312,4cdd3c5a3c5a445b33d9445b445b2bb8447c3c3a341a54dd2bb81b15233533b7,1,1,1,1,0,1,0,1
132,132,0,0110,0,29,9777480,1,00,33312,1222160,1222185,33312,23762bd74c7a43d643d553f53aaf29ac298b422e4a90218d10cb296d39ef3210,1,1,1,1,0,1,0,1
133,133,0,0110,0,30,9777488,1,00,33312,1222161,1222186,33312,2a9343f83c7a343933b83bb84c7c3c3a23d83439445a441933b833d83c393c5a,1,1,1,1,0,1,0,1
134,134,0,0110,0,31,9777496,1,00,33312,1222162,1222187,33312,34393439341833b62b7433732310124b228b1a072a0729e62184112219642a06,1,1,1,1,0,0,0,1
135,135,0,0110,0,32,9777504,1,00,33312,1222163,1222188,33312,3a872a2519411920296042034a4431813142290220a129021881186018a120e2,1,1,1,1,0,0,0,1
136,136,0,0110,0,33,9777512,1,00,33312,1222164,1222189,33312,1880106020c1210218a010601880188020e120e118a018a018a020c020c018a0,1,1,1,1,0,0,0,1
137,137,0,0110,0,34,9777520,1,00,33312,1222165,1222190,33312,39a25244316139a1528539c1294041e1528441e141e14a015a6383a762624980,1,1,1,1,0,0,0,1
138,138,0,0110,0,35,9777528,1,00,33312,1222166,1222191,33312,5a0172a483466ae539a0294039a039c039c052405a616ae383c66ae262617b65,1,1,1,1,0,0,0,1
139,139,0,0110,0,36,9777536,1,00,33312,1222167,1222192,33312,73046242398041c073648c47840684068c487ba56b248408840884089ccbad2d,1,1,1,1,0,0,0,1
140,140,0,0110,0,37,9777544,1,00,33312,1222168,1222193,33312,9ccaa4eab54c9ca9736462c262c2526062a26b2473456b046aa46ac572c651e3,1,1,1,1,0,0,0,1
141,141,0,0110,0,38,9777552,1,00,33312,1222169,1222194,33312,414149a341a241a342034a6552a652864a253142396339432080188120e22103,1,1,1,1,0,0,0,1
142,142,0,0110,0,39,9777560,1,00,33312,1222170,1222195,33312,08600840106118821061108118e21903088110811061186118610820004110c2,1,1,1,1,0,0,0,1
143,143,0,0110,0,40,9777568,1,00,33312,1222171,1222196,33312,088008a018e1398441c4396331424204294242054a6839c64a4a6b2e62ad41aa,1,1,1,1,0,0,0,1
144,144,0,0110,0,41,9777576,1,00,33312,1222172,1222197,33312,2108212929ac112b2a104b552a934bd73b9612914c583c1723553bf84c9b443a,1,1,1,1,0,0,0,1
145,145,0,0110,0,42,9777584,1,00,33312,1222173,1222198,33312,2b972b982b77443a3c1a1b3633d833f92b982b772b772b9833b833d9443a3c3a,1,1,1,1,0,0,0,1
146,146,0,0110,0,43,9777592,1,00,33312,1222174,1222199,33312,2b9833f93c1a443a3c3a33d833d9447b3c1a4c7b447b3c1a33d833d93bf93c1a,1,1,1,1,0,0,0,1
147,147,0,0110,0,44,9777600,1,00,33312,1222175,1222200,33312,235612d52b98445a33d833b8445b447b3c1a33f933f93c3a33f92377237733d9,1,1,1,1,0,0,0,1
